City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Cortes,41.9395,-1.4396,43.88,67,59,27.58,ES,2022-01-21 01:33:56
294,Kahului,20.8947,-156.47,82.42,72,40,6.91,US,2022-01-21 01:33:56
295,Sangar,63.9242,127.4739,-23.26,97,100,7.85,RU,2022-01-21 01:33:57
296,Ubinskoye,55.3068,79.6802,-8.5,100,99,3.94,RU,2022-01-21 01:33:57
297,Hovd,48.0056,91.6419,9.1,95,100,2.68,MN,2022-01-21 01:32:02
298,Chicama,-7.8447,-79.1469,66.74,75,52,7.65,PE,2022-01-21 01:33:57
299,Safaga,26.7292,33.9365,51.75,59,0,14.41,EG,2022-01-21 01:33:58
300,Mayo,38.8876,-76.5119,33.35,59,0,8.99,US,2022-01-21 01:33:58
301,Monte Alegre,-2.0078,-54.0692,76.59,77,100,3.91,BR,2022-01-21 01:33:58
302,Praia Da Vitoria,38.7333,-27.0667,61.75,94,20,17.05,PT,2022-01-21 01:33:59
303,Cap Malheureux,-19.9842,57.6142,81.09,87,29,5.99,MU,2022-01-21 01:33:59
304,Sangmelima,2.9333,11.9833,63.97,50,77,0.58,CM,2022-01-21 01:33:59
305,Greytown,-29.0642,30.5928,56.62,95,0,1.95,ZA,2022-01-21 01:33:59
306,Yambio,4.5721,28.3955,66.47,39,51,4.32,SS,2022-01-21 01:34:00
307,Derzhavinsk,51.1,66.3167,-2.43,99,63,5.97,KZ,2022-01-21 01:34:00
308,Fairbanks,64.8378,-147.7164,3.24,79,0,11.5,US,2022-01-21 01:34:00
309,Port Macquarie,-31.4333,152.9167,75.16,88,75,14.97,AU,2022-01-21 01:31:39
310,Trairi,-3.2778,-39.2689,76.1,88,90,6.38,BR,2022-01-21 01:34:01
311,La Brea,15.8,-85.9667,72.27,93,1,2.55,HN,2022-01-21 01:34:02
312,Oum Hadjer,13.2954,19.6966,62.82,24,0,8.3,TD,2022-01-21 01:34:02
313,Lazaro Cardenas,17.9583,-102.2,76.26,73,100,3.04,MX,2022-01-21 01:30:02
314,Phalombe,-15.8064,35.6507,62.19,92,10,2.93,MW,2022-01-21 01:34:02
315,Port Hawkesbury,45.6169,-61.3485,29.79,92,100,3.0,CA,2022-01-21 01:34:03
316,Mayumba,-3.432,10.6554,77.13,87,100,3.51,GA,2022-01-21 01:34:03
317,Chuy,-33.6971,-53.4616,74.7,95,38,10.33,UY,2022-01-21 01:34:03
318,Khawhai,23.3667,93.1167,45.9,78,7,0.2,IN,2022-01-21 01:34:03
319,Hammerfest,70.6634,23.6821,28.85,64,75,16.11,NO,2022-01-21 01:34:04
320,Kutum,14.2,24.6667,48.56,24,99,5.55,SD,2022-01-21 01:34:04
321,Urumqi,43.801,87.6005,20.35,93,100,2.24,CN,2022-01-21 01:34:04
322,Kendari,-3.945,122.4989,83.7,67,100,7.29,ID,2022-01-21 01:35:05
323,Oistins,13.0667,-59.5333,77.09,78,40,20.71,BB,2022-01-21 01:35:05
324,Tambura,5.6,27.4667,66.69,29,52,4.76,SS,2022-01-21 01:35:05
325,Tupancireta,-29.0806,-53.8358,78.1,50,37,8.43,BR,2022-01-21 01:35:05
326,Mumbwa,-14.9783,27.0619,64.2,94,100,3.49,ZM,2022-01-21 01:35:06
327,Lompoc,34.6391,-120.4579,66.34,83,0,5.75,US,2022-01-21 01:35:06
328,Colares,38.7992,-9.4469,53.8,51,0,1.99,PT,2022-01-21 01:35:06
329,Taltal,-25.4,-70.4833,69.28,73,34,5.14,CL,2022-01-21 01:35:06
330,Khani,41.9563,42.9566,24.37,91,100,4.07,GE,2022-01-21 01:35:07
331,Jiaozuo,35.2397,113.2331,29.48,91,100,7.29,CN,2022-01-21 01:35:07
332,Prainha,-1.8,-53.48,75.27,83,96,3.49,BR,2022-01-21 01:35:07
333,Ketchikan,55.3422,-131.6461,43.27,87,100,4.61,US,2022-01-21 01:35:08
334,Kloulklubed,7.0419,134.2556,84.7,73,99,16.31,PW,2022-01-21 01:35:08
335,Adre,13.4667,22.2,56.01,20,0,13.2,TD,2022-01-21 01:35:08
336,Belmonte,-15.8631,-38.8828,77.5,78,0,4.88,BR,2022-01-21 01:35:08
337,Touros,-5.1989,-35.4608,81.5,73,62,8.9,BR,2022-01-21 01:35:09
338,Dongsheng,39.8161,109.9776,24.17,88,100,15.05,CN,2022-01-21 01:35:09
339,Damaturu,11.747,11.9608,54.21,37,67,8.28,NG,2022-01-21 01:35:09
340,Castanos,26.7833,-101.4167,40.59,45,100,11.5,MX,2022-01-21 01:35:10
341,Zaranj,30.9667,61.8833,50.79,52,0,2.35,AF,2022-01-21 01:35:10
342,Tallahassee,30.4383,-84.2807,57.85,97,100,1.01,US,2022-01-21 01:34:02
343,Isangel,-19.55,169.2667,84.31,84,75,4.61,VU,2022-01-21 01:35:10
344,Kathmandu,27.7167,85.3167,46.62,100,75,2.3,NP,2022-01-21 01:32:06
345,Paracatu,-17.2222,-46.8747,73.78,69,96,1.1,BR,2022-01-21 01:35:11
346,Yanliang,34.6592,109.2292,29.39,90,100,11.32,CN,2022-01-21 01:35:11
347,Farafangana,-22.8167,47.8333,73.04,87,95,7.52,MG,2022-01-21 01:35:11
348,Asfi,32.2994,-9.2372,58.06,55,85,7.83,MA,2022-01-21 01:32:06
349,Lorengau,-2.0226,147.2712,82.9,79,95,7.81,PG,2022-01-21 01:35:11
350,Olafsvik,64.8945,-23.7142,44.51,91,100,36.33,IS,2022-01-21 01:35:12
351,Nome,64.5011,-165.4064,5.07,72,100,16.11,US,2022-01-21 01:33:17
352,Kashi,39.4547,75.9797,26.26,49,20,8.95,CN,2022-01-21 01:35:12
353,Ravar,31.2656,56.8055,44.01,35,0,14.72,IR,2022-01-21 01:35:13
354,Qiongshan,20.0058,110.3542,64.38,94,49,2.24,CN,2022-01-21 01:35:13
355,Sturgis,41.7992,-85.4192,19.31,57,100,6.91,US,2022-01-21 01:30:13
356,Sitka,57.0531,-135.33,39.09,93,100,8.05,US,2022-01-21 01:35:13
357,Jaguaribe,-5.8906,-38.6219,78.42,56,99,5.61,BR,2022-01-21 01:35:14
358,Bonavista,48.6499,-53.1147,44.11,97,100,12.84,CA,2022-01-21 01:35:14
359,Palembang,-2.9167,104.7458,78.89,89,20,5.75,ID,2022-01-21 01:34:08
360,Ozernovskiy,51.5,156.5167,32.07,73,100,8.57,RU,2022-01-21 01:35:14
361,Nemuro,43.3236,145.575,28.83,71,95,21.77,JP,2022-01-21 01:35:15
362,Coruripe,-10.1256,-36.1756,78.46,81,6,7.2,BR,2022-01-21 01:35:15
363,Saldanha,-33.0117,17.9442,60.85,86,0,12.84,ZA,2022-01-21 01:35:15
364,Camacupa,-12.0167,17.4833,62.02,89,100,0.65,AO,2022-01-21 01:35:15
365,Bara,10.3744,10.7288,58.33,31,83,7.81,NG,2022-01-21 01:35:16
366,Sambava,-14.2667,50.1667,75.33,90,100,3.65,MG,2022-01-21 01:36:16
367,Aberdeen,57.1437,-2.0981,42.49,82,100,6.91,GB,2022-01-21 01:36:16
368,Beloha,-25.1667,45.05,68.68,89,25,8.57,MG,2022-01-21 01:36:17
369,Saint-Pierre,-21.3393,55.4781,78.44,83,100,4.61,RE,2022-01-21 01:36:17
370,Namibe,-15.1961,12.1522,69.06,84,99,5.46,AO,2022-01-21 01:36:17
371,Tete,-16.1564,33.5867,73.49,83,20,4.61,MZ,2022-01-21 01:36:18
372,Mandurah,-32.55,115.7,95.14,32,0,3.87,AU,2022-01-21 01:32:06
373,Majene,-3.5403,118.9707,76.32,91,100,4.59,ID,2022-01-21 01:36:18
374,Saint Anthony,45.0205,-93.218,-0.15,71,0,4.61,US,2022-01-21 01:36:18
375,Nong Khae,14.3406,100.8673,80.28,73,93,6.26,TH,2022-01-21 01:36:18
376,Mitsamiouli,-11.3847,43.2844,79.84,80,100,13.96,KM,2022-01-21 01:36:19
377,Malumfashi,11.7853,7.6218,53.46,24,21,10.76,NG,2022-01-21 01:36:19
378,Kismayo,-0.3582,42.5454,77.58,88,100,11.95,SO,2022-01-21 01:36:19
379,Port-Gentil,-0.7193,8.7815,79.41,79,100,7.16,GA,2022-01-21 01:36:13
380,Mae Sai,20.4335,99.8762,64.44,88,26,1.19,TH,2022-01-21 01:36:20
381,Acapulco,16.8634,-99.8901,80.42,74,75,5.75,MX,2022-01-21 01:32:56
382,Plymouth,41.8334,-70.8328,31.78,63,0,1.01,US,2022-01-21 01:35:27
383,Airai,-8.9266,125.4092,61.47,98,100,3.74,TL,2022-01-21 01:36:20
384,Breyten,-26.3018,29.987,48.63,98,20,4.41,ZA,2022-01-21 01:36:20
385,Hasaki,35.7333,140.8333,39.6,44,1,21.92,JP,2022-01-21 01:36:21
386,Mangai,-4.05,19.5333,71.65,92,100,1.05,CD,2022-01-21 01:36:21
387,Thunder Bay,48.4001,-89.3168,-4.45,77,0,6.91,CA,2022-01-21 01:36:21
388,Oussouye,12.485,-16.5469,73.58,81,68,6.17,SN,2022-01-21 01:36:21
389,Chumikan,54.7183,135.315,-5.89,84,9,20.27,RU,2022-01-21 01:36:22
390,Arawa,-6.2132,155.5367,81.27,85,100,3.38,PG,2022-01-21 01:36:22
391,Beidao,34.5686,105.8933,37.78,88,100,2.53,CN,2022-01-21 01:36:22
392,Shimanovsk,52.0,127.7,-4.86,81,5,2.89,RU,2022-01-21 01:36:23
393,Calvinia,-31.4707,19.776,74.62,19,10,3.71,ZA,2022-01-21 01:36:23
394,Sorland,67.667,12.6934,32.92,55,100,14.25,NO,2022-01-21 01:36:23
395,Bandarbeyla,9.4942,50.8122,75.16,76,57,17.56,SO,2022-01-21 01:36:23
396,Boa Vista,2.8197,-60.6733,84.18,58,0,10.36,BR,2022-01-21 01:36:24
397,Benguela,-12.5763,13.4055,72.32,77,97,5.19,AO,2022-01-21 01:36:24
398,Kefamenanu,-9.4467,124.4781,73.99,89,100,2.89,ID,2022-01-21 01:36:24
399,Qujing,25.4833,103.7833,45.01,86,90,9.6,CN,2022-01-21 01:36:24
400,Vavuniya,8.7514,80.4971,67.62,83,100,1.77,LK,2022-01-21 01:36:25
401,Areka,7.0667,37.7,58.17,79,84,5.21,ET,2022-01-21 01:36:25
402,Naqadeh,36.9553,45.388,1.71,80,1,6.04,IR,2022-01-21 01:36:25
403,Siilinjarvi,63.0833,27.6667,21.22,86,75,13.8,FI,2022-01-21 01:36:26
404,Big Spring,32.2504,-101.4787,31.48,33,100,5.01,US,2022-01-21 01:36:01
405,Coahuayana,18.7333,-103.6833,81.88,80,95,1.81,MX,2022-01-21 01:36:26
406,Ayan,56.45,138.1667,-0.08,75,12,6.11,RU,2022-01-21 01:36:26
407,Pirapozinho,-22.2753,-51.5,72.88,88,0,4.61,BR,2022-01-21 01:35:47
408,Karagay,58.2667,54.9368,17.91,91,100,11.32,RU,2022-01-21 01:36:27
409,Saint-Francois,46.4154,3.9054,34.48,83,0,11.5,FR,2022-01-21 01:36:27
410,Bambanglipuro,-7.95,110.2833,78.31,82,100,2.82,ID,2022-01-21 01:36:27
411,Nanortalik,60.1432,-45.2371,25.84,70,100,22.53,GL,2022-01-21 01:33:12
412,Ordu,40.9086,37.6845,21.7,77,2,11.32,TR,2022-01-21 01:36:27
413,Bengkulu,-3.8004,102.2655,76.44,85,100,3.42,ID,2022-01-21 01:37:28
414,Samarai,-10.6167,150.6667,84.96,70,100,8.84,PG,2022-01-21 01:37:28
415,Royan,45.6285,-1.0281,37.44,89,12,12.39,FR,2022-01-21 01:37:28
416,Naliya,23.2667,68.8333,69.46,94,1,8.66,IN,2022-01-21 01:37:29
417,Mattru,7.6244,-11.8332,72.01,96,98,1.72,SL,2022-01-21 01:37:29
418,Shimoda,34.6667,138.95,44.96,86,100,6.08,JP,2022-01-21 01:37:29
419,Toktogul,41.8708,72.9402,20.61,52,2,3.78,KG,2022-01-21 01:37:30
420,Krasnoselkup,65.7,82.4667,8.55,94,95,15.93,RU,2022-01-21 01:37:30
421,Molina,-35.1167,-71.2833,67.73,28,0,6.91,CL,2022-01-21 01:37:30
422,Masterton,-40.9597,175.6575,71.96,34,24,6.22,NZ,2022-01-21 01:33:14
423,Milos,36.75,24.4333,55.6,63,0,26.33,GR,2022-01-21 01:37:30
424,Teixoso,40.3145,-7.4576,39.69,83,0,6.85,PT,2022-01-21 01:37:31
425,Borovichi,58.3878,33.9155,26.31,93,100,7.9,RU,2022-01-21 01:37:31
426,Maki,37.75,138.8833,35.55,66,100,19.19,JP,2022-01-21 01:37:31
427,Karpogory,64.0019,44.4451,27.66,93,100,9.98,RU,2022-01-21 01:37:31
428,Vernon,50.2581,-119.2691,37.29,100,79,2.3,CA,2022-01-21 01:36:29
429,Pozhva,59.0912,56.0847,18.5,94,100,10.6,RU,2022-01-21 01:37:32
430,Nador,35.174,-2.9287,52.05,82,75,1.14,MA,2022-01-21 01:37:32
431,Revda,56.801,59.9303,13.12,92,99,8.37,RU,2022-01-21 01:37:32
432,Coquimbo,-29.9533,-71.3436,60.53,77,0,10.36,CL,2022-01-21 01:37:33
433,Suntar,62.1444,117.6319,7.34,96,100,5.68,RU,2022-01-21 01:37:33
434,Perth,-31.9333,115.8333,95.02,18,0,12.66,AU,2022-01-21 01:32:51
435,Bartica,6.4,-58.6167,77.32,99,99,2.57,GY,2022-01-21 01:37:33
436,High Rock,26.6208,-78.2833,75.51,77,84,10.78,BS,2022-01-21 01:37:33
437,Muli,2.9167,73.5667,81.0,69,80,9.64,MV,2022-01-21 01:37:34
438,Bosaso,11.2842,49.1816,71.98,84,33,2.04,SO,2022-01-21 01:37:34
439,Sorong,-0.8833,131.25,80.46,83,100,4.88,ID,2022-01-21 01:37:34
440,Kyra,49.5776,111.9753,7.2,93,100,1.03,RU,2022-01-21 01:37:34
441,Almaznyy,48.0448,40.045,21.34,94,100,14.05,RU,2022-01-21 01:37:35
442,Middelburg,-25.7751,29.4648,52.74,89,0,6.35,ZA,2022-01-21 01:37:35
443,Te Anau,-45.4167,167.7167,66.24,54,73,2.86,NZ,2022-01-21 01:37:35
444,Sibolga,1.7427,98.7792,80.98,66,100,1.14,ID,2022-01-21 01:37:36
445,Khandyga,62.6667,135.6,-34.33,97,50,2.08,RU,2022-01-21 01:37:36
446,Nkhotakota,-12.9274,34.2961,70.07,85,7,5.1,MW,2022-01-21 01:37:36
447,Longyearbyen,78.2186,15.6401,10.24,67,20,2.3,SJ,2022-01-21 01:37:36
448,Kadaya,50.9327,119.2911,-7.17,96,87,1.86,RU,2022-01-21 01:37:37
449,Luderitz,-26.6481,15.1594,67.84,84,31,8.3,NA,2022-01-21 01:33:10
450,Tokur,53.1333,132.9,-12.26,92,64,2.24,RU,2022-01-21 01:37:37
451,Cadillac,44.2519,-85.4012,13.23,62,100,3.44,US,2022-01-21 01:37:37
452,Rawson,-43.3002,-65.1023,65.93,92,84,19.1,AR,2022-01-21 01:37:37
453,Talara,-4.5772,-81.2719,72.41,82,98,17.92,PE,2022-01-21 01:37:38
454,Flin Flon,54.7682,-101.865,10.87,84,100,12.44,CA,2022-01-21 01:37:38
455,Charters Towers,-20.1,146.2667,92.79,32,24,17.43,AU,2022-01-21 01:37:38
456,Kuala Kangsar,4.7667,100.9333,78.73,81,12,2.33,MY,2022-01-21 01:37:38
457,Waingapu,-9.6567,120.2641,82.27,73,100,11.77,ID,2022-01-21 01:37:39
458,Vaitape,-16.5167,-151.75,81.52,74,100,18.97,PF,2022-01-21 01:37:39
459,Hofn,64.2539,-15.2082,42.94,87,100,15.28,IS,2022-01-21 01:35:41
460,Fare,-16.7,-151.0167,81.25,76,100,18.57,PF,2022-01-21 01:37:39
461,Zhangjiakou,40.81,114.8794,14.34,81,99,3.0,CN,2022-01-21 01:37:40
462,Paamiut,61.994,-49.6678,19.06,87,100,8.32,GL,2022-01-21 01:38:40
463,Visby,57.6409,18.296,32.77,64,100,31.07,SE,2022-01-21 01:38:40
464,Uchiza,-8.4592,-76.4633,70.81,97,81,2.86,PE,2022-01-21 01:38:40
465,Fort Frances,48.5999,-93.4003,-12.78,77,0,3.44,CA,2022-01-21 01:38:41
466,Ciparay,-7.4249,108.4742,81.46,77,88,1.43,ID,2022-01-21 01:38:41
467,Voh,-20.9667,164.7,84.33,74,100,7.76,NC,2022-01-21 01:38:41
468,Northam,51.0333,-4.2167,35.29,67,1,2.53,GB,2022-01-21 01:38:41
469,Port Hedland,-20.3167,118.5667,96.85,49,2,3.44,AU,2022-01-21 01:38:42
470,Kyabe,9.4515,18.9449,70.34,29,25,5.12,TD,2022-01-21 01:38:42
471,Tommot,58.9564,126.2925,-13.23,95,83,0.78,RU,2022-01-21 01:38:42
472,Kaberamaido,1.7389,33.1594,67.98,60,87,4.41,UG,2022-01-21 01:38:43
473,Adrar,20.5022,-10.0711,63.68,17,69,12.3,MR,2022-01-21 01:38:43
474,Baykit,61.67,96.37,-8.34,100,98,1.01,RU,2022-01-21 01:38:43
475,Srednekolymsk,67.45,153.6833,-39.17,99,54,6.26,RU,2022-01-21 01:38:43
476,Samarinda,-0.5,117.15,73.6,98,100,2.06,ID,2022-01-21 01:38:44
477,Churapcha,62.0025,132.4325,-28.59,97,96,2.39,RU,2022-01-21 01:38:44
478,Betafo,-19.8333,46.85,59.43,96,100,4.72,MG,2022-01-21 01:38:44
479,Renqiu,38.6989,116.0936,25.23,54,79,2.42,CN,2022-01-21 01:38:45
480,Sharan,54.8167,54.0,-2.4,100,54,3.96,RU,2022-01-21 01:38:45
481,Sumbawanga,-7.9667,31.6167,56.88,92,95,1.83,TZ,2022-01-21 01:38:45
482,Batemans Bay,-35.7167,150.1833,72.99,55,64,7.16,AU,2022-01-21 01:38:46
483,Marovoay,-16.1,46.6333,75.34,96,100,5.19,MG,2022-01-21 01:38:46
484,Lufilufi,-13.8745,-171.5986,83.98,82,100,18.66,WS,2022-01-21 01:38:46
485,Graneros,-34.0667,-70.7333,50.68,33,8,2.93,CL,2022-01-21 01:38:46
486,Hami,42.8,93.45,27.63,42,100,4.34,CN,2022-01-21 01:38:47
487,Viedma,-40.8135,-62.9967,69.78,90,96,12.53,AR,2022-01-21 01:38:47
488,Mantua,45.1667,10.7833,38.82,98,4,1.01,IT,2022-01-21 01:38:47
489,Plettenberg Bay,-34.0527,23.3716,66.51,90,32,2.48,ZA,2022-01-21 01:38:48
490,Jeremie,18.65,-74.1167,76.05,79,1,2.3,HT,2022-01-21 01:38:48
491,Tabas,33.5959,56.9244,40.5,23,85,13.78,IR,2022-01-21 01:38:48
492,Cascais,38.6979,-9.4215,53.98,51,0,1.99,PT,2022-01-21 01:38:48
493,Snezhnogorsk,69.1933,33.2531,25.79,90,99,15.05,RU,2022-01-21 01:38:49
494,Kaupanger,61.1845,7.2404,15.84,97,100,1.9,NO,2022-01-21 01:38:49
495,Toora-Khem,52.4675,96.11,11.61,97,100,2.3,RU,2022-01-21 01:38:49
496,Galle,6.0367,80.217,74.71,79,70,2.86,LK,2022-01-21 01:38:49
497,Martapura,-3.4167,114.85,75.29,94,40,3.44,ID,2022-01-21 01:38:50
498,Lake Charles,30.2131,-93.2044,42.78,59,100,17.27,US,2022-01-21 01:38:50
499,Sydney,-33.8679,151.2073,77.36,67,75,3.0,AU,2022-01-21 01:38:50
500,Atambua,-9.1061,124.8925,73.31,93,100,5.19,ID,2022-01-21 01:38:50
501,Yumen,40.2833,97.2,21.24,47,1,0.85,CN,2022-01-21 01:38:51
502,Tagusao,9.1924,117.8141,82.38,71,36,5.64,PH,2022-01-21 01:38:51
503,Semporna,4.4818,118.6112,77.2,86,100,3.38,MY,2022-01-21 01:38:51
504,Sillamae,59.3997,27.7547,25.7,97,99,4.12,EE,2022-01-21 01:38:52
505,Ushibuka,32.1906,130.0228,46.31,54,14,14.03,JP,2022-01-21 01:38:52
506,Sumkino,58.1108,68.3244,13.46,89,100,8.61,RU,2022-01-21 01:39:52
507,Namtsy,62.7161,129.6658,-30.89,98,100,2.42,RU,2022-01-21 01:39:52
508,Vanimo,-2.6741,141.3028,81.88,84,36,4.97,PG,2022-01-21 01:39:53
509,Tema,5.667,-0.0166,81.01,34,62,3.44,GH,2022-01-21 01:39:53
510,Phalaborwa,-23.943,31.1411,67.28,78,77,7.34,ZA,2022-01-21 01:39:53
511,Florida,28.7505,-82.5001,64.02,87,99,4.61,US,2022-01-21 01:35:30
512,Marsabit,2.3284,37.9899,67.8,50,80,1.21,KE,2022-01-21 01:39:54
513,Qaqortoq,60.7167,-46.0333,25.3,87,100,18.48,GL,2022-01-21 01:39:54
514,Baranain,42.8057,-1.6773,41.65,77,75,14.97,ES,2022-01-21 01:39:54
515,Palmer,42.1584,-72.3287,26.15,49,75,1.01,US,2022-01-21 01:39:54
516,Westport,41.1415,-73.3579,28.74,56,0,4.0,US,2022-01-21 01:38:47
517,Tilichiki,60.4667,166.1,-11.99,78,0,7.87,RU,2022-01-21 01:39:55
518,Iralaya,15.0,-83.2333,77.25,85,10,9.37,HN,2022-01-21 01:39:55
519,Conceicao Do Araguaia,-8.2578,-49.2647,77.32,80,100,3.2,BR,2022-01-21 01:39:55
520,Biggar,55.6167,-3.5167,40.12,96,35,4.07,GB,2022-01-21 01:39:56
521,Solnechnyy,50.7214,136.6319,-1.12,87,26,3.18,RU,2022-01-21 01:39:57
522,Batagay-Alyta,67.8006,130.4114,-18.02,89,82,4.61,RU,2022-01-21 01:39:57
523,Flers,48.7372,-0.5747,39.45,93,68,4.05,FR,2022-01-21 01:39:57
524,Oranjestad,12.524,-70.027,80.55,74,20,20.71,AW,2022-01-21 01:39:58
525,Zhanaozen,43.3,52.8,28.27,94,100,19.37,KZ,2022-01-21 01:39:58
526,Kralendijk,12.15,-68.2667,78.78,73,20,17.27,BQ,2022-01-21 01:39:58
527,Silver City,32.7701,-108.2803,39.69,64,75,1.99,US,2022-01-21 01:39:58
528,Kolpashevo,58.3131,82.9089,-2.43,100,71,4.52,RU,2022-01-21 01:39:59
529,Fez,34.0372,-4.9998,43.05,60,0,4.61,MA,2022-01-21 01:39:59
530,Matamoros,25.5333,-103.25,60.91,39,100,5.75,MX,2022-01-21 01:39:59
531,Rennes,48.1667,-1.6667,41.32,81,100,5.75,FR,2022-01-21 01:40:00
532,Port Alberni,49.2413,-124.8028,46.24,93,56,1.01,CA,2022-01-21 01:40:00
533,Morgan City,29.6994,-91.2068,42.01,87,100,16.11,US,2022-01-21 01:40:00
534,San Patricio,28.017,-97.5169,39.29,52,100,16.22,US,2022-01-21 01:40:01
535,Araouane,18.9048,-3.5265,60.6,22,12,9.48,ML,2022-01-21 01:40:01
536,Walvis Bay,-22.9575,14.5053,69.1,88,100,3.44,NA,2022-01-21 01:40:01
537,Kabalo,-6.05,26.9167,67.59,97,100,2.13,CD,2022-01-21 01:40:02
538,Yamada,39.4667,141.95,35.42,47,44,11.56,JP,2022-01-21 01:40:02
539,Labuan,5.2767,115.2417,79.16,94,40,1.01,MY,2022-01-21 01:40:02
540,Mezen,65.8522,44.24,31.95,96,100,10.11,RU,2022-01-21 01:40:02
541,Leningradskiy,69.3833,178.4167,-32.21,92,5,3.71,RU,2022-01-21 01:40:03
542,Katsuura,35.1333,140.3,42.91,41,84,22.24,JP,2022-01-21 01:40:03
543,Murdochville,48.9583,-65.5006,4.08,89,8,5.3,CA,2022-01-21 01:40:03
544,Mirabad,30.4362,61.8383,51.19,53,0,1.68,AF,2022-01-21 01:40:03
545,Chemin Grenier,-20.4872,57.4656,80.19,86,23,10.51,MU,2022-01-21 01:40:04
546,Pochutla,15.7432,-96.4661,78.62,82,2,3.74,MX,2022-01-21 01:40:04
547,Shellbrook,53.2168,-106.4011,9.63,95,100,9.53,CA,2022-01-21 01:36:46
548,Cidreira,-30.1811,-50.2056,76.93,91,3,15.01,BR,2022-01-21 01:40:04
549,Chalus,36.655,51.4204,42.26,65,100,16.11,IR,2022-01-21 01:40:05
550,Manjeshwar,12.7194,74.8861,70.75,85,74,4.74,IN,2022-01-21 01:40:05
551,Naberera,-4.2,36.9333,65.37,77,100,1.99,TZ,2022-01-21 01:40:05
552,Arlit,18.7369,7.3853,55.0,24,0,6.35,NE,2022-01-21 01:40:06
553,Santa Cruz Del Sur,20.7147,-77.9956,76.1,78,21,7.27,CU,2022-01-21 01:41:06
554,Buraydah,26.326,43.975,37.85,38,0,8.77,SA,2022-01-21 01:36:26
555,Highland,34.1283,-117.2086,69.1,31,0,8.05,US,2022-01-21 01:41:06
556,Wuwei,37.9281,102.6414,25.99,40,18,1.74,CN,2022-01-21 01:41:07
557,Lokosovo,61.1333,74.8167,14.86,89,100,9.82,RU,2022-01-21 01:41:07
558,Morondava,-20.2833,44.2833,75.88,81,82,7.9,MG,2022-01-21 01:41:07
559,Sao Sebastiao,-23.76,-45.4097,76.57,92,81,4.81,BR,2022-01-21 01:39:48
560,Povoa De Varzim,41.3834,-8.7636,50.99,66,0,10.36,PT,2022-01-21 01:41:08
561,Zalantun,48.0,122.7167,0.79,80,99,1.92,CN,2022-01-21 01:41:08
562,Ixtapa,20.7,-105.2,76.23,78,100,3.44,MX,2022-01-21 01:41:08
563,Olga,43.7444,135.2892,10.94,49,0,8.16,RU,2022-01-21 01:41:09
564,Vao,-22.6667,167.4833,76.44,89,100,16.84,NC,2022-01-21 01:41:09
565,Deputatskiy,69.3,139.9,-19.88,76,46,6.13,RU,2022-01-21 01:41:09
566,Sao Joao Da Barra,-21.6403,-41.0511,75.76,87,0,7.96,BR,2022-01-21 01:41:09
567,Laguna,38.421,-121.4238,62.11,70,0,0.0,US,2022-01-21 01:41:10
568,Gravatai,-29.9444,-50.9919,80.35,87,20,12.66,BR,2022-01-21 01:41:10
569,Omboue,-1.5746,9.2618,76.78,87,100,4.74,GA,2022-01-21 01:41:10
570,Ningxiang,37.34,111.2052,25.36,86,100,7.2,CN,2022-01-21 01:41:10
571,Veraval,20.9,70.3667,70.32,88,6,9.24,IN,2022-01-21 01:41:11
572,Tsogni,-2.7942,10.0988,76.03,86,100,3.31,GA,2022-01-21 01:41:11
